UniqueId,IsSale
00x575,False
00xcde,True
0x240c,False
0x20c7,True
00xa7f,False
00x190,False
0x159d,False
00x51a,True
00x2a3,False
0x1e1d,False
0x1d1a,True
0x2a07,True
0x2284,True
0x2ca7,False
00xc04,False
0x246c,False
0x133a,False
0x13a1,True
0x102b,True
0x21c2,True
00x20d,False
00x9b2,True
00x763,False
00x56c,False
0x2e38,True
00x46c,True
0x2a4c,True
000x72,True
0x2f79,True
00xc51,False
00xee4,False
0x16b8,False
00x2d5,True
0x154e,True
00x2d8,True
0x2ff5,True
0x1e81,False
0x184f,False
00x610,False
00x510,True
0x122c,True
00xa81,True
0x255d,True
0x2dc8,True
0x2a90,False
0x113f,True
0x2da6,False
0x2854,True
0x1262,True
0x1fbb,True
00x732,True
0x13f4,False
0x2e08,True
00x119,True
0x14c6,True
0x107c,True
0x27c5,False
0x28bb,False
0x2d06,True
0x28c8,True
00x76d,True
0x2830,True
0x21aa,True
0x26ad,True
00x308,True
00x23b,True
0x24ef,True
0x2385,False
0x2c9e,False
00x7b5,False
0x17bf,False
0x25cd,True
0x27dc,True
0x189b,False
0x12ba,True
00x92e,True
0x1559,False
0x25d3,False
00x259,False
0x1a5f,False
00x615,False
00x1f1,True
00xf4d,False
0x2ad8,True
0x2ef3,True
0x2671,True
00xa80,False
0x24d8,True
0x1654,False
0x160e,False
0x24f7,True
00x931,True
00xd6f,False
0x1c5f,True
0x159c,True
00xb56,True
0x1578,True
0x2d9f,False
0x2ea1,True
00x98c,False
00xe12,True
0x1319,True
0x2e3f,False
0x1f8e,False
0x216d,False
0x2c6e,True
0x1972,True
0x2d33,True
0x17e7,False
0x155e,False
0x2cad,False
0x27f6,False
0x29f1,True
0x2f2d,True
0x27bd,True
000x36,True
0x2bc6,True
0x1da0,False
0x1f89,False
0x11ba,True
00xed3,False
00x7a6,False
0x2a9d,False
0x276d,False
0x212a,False
0x11cc,False
00x2e6,True
00xda5,False
00xa17,True
0x2617,False
0x2cbd,True
00x5a8,True
0x1d9f,True
0x20da,True
0x15bb,False
0x1d53,True
0x18f3,False
0x22b6,True
0x1508,True
0x2af3,False
0x2896,False
0x2ece,False
00x9fc,True
0x2c30,False
00x71f,True
0x1e54,True
00x4d8,True
00x812,True
0x147a,True
0x2ec0,True
00x965,False
0x1eac,True
0x1336,False
0x2bb7,True
0x178b,True
0x2f96,True
00x78b,False
0x1814,True
0x1b5c,True
000xc9,True
00x4d1,False
0x1eab,False
00xceb,True
0x103b,True
0x2ed3,False
0x280f,False
00xb2e,False
0x1188,False
00x61c,True
0x177e,False
0x1e5e,False
0x14ed,True
0x2bda,False
00x57e,False
00xd43,False
00x4de,True
00x962,True
00x7bf,False
0x176e,False
0x1ea9,False
0x25c4,True
00x518,True
00x299,True
0x27af,True
00x35f,False
00xb1f,False
00xb20,True
0x258a,False
0x2bf2,False
0x1e87,False
0x1ea1,False
0x2c14,False
00x117,True
0x24e2,True
0x2cc3,True
0x25d2,True
0x1c7c,True
0x287a,False
0x18fa,False
00xdbc,False
00xf6f,True
00x530,False
0x16b1,True
0x1e49,True
0x1226,True
00xb7c,True
0x2914,True
0x2ebd,True
0x2324,False
0x149c,False
0x1b21,False
0x10a8,True
0x1928,True
0x24da,True
00xb4e,False
0x2f6f,True
00x6ee,True
0x1771,False
0x10a3,False
00x2bd,False
00x3b6,True
0x17da,True
0x2060,True
0x11f3,True
00xdba,True
00x5f9,False
0x2cbf,True
0x2fda,False
00x37e,True
0x1d88,True
00x326,True
0x239e,True
0x273f,True
0x1f83,True
00xd2e,False
0x2932,True
0x18e5,False
00xcdd,False
00x2ed,True
0x1f52,True
0x2d90,True
0x19a8,True
0x1401,True
0x162d,True
0x26e0,False
00xf52,True
0x2c2b,True
00x5d3,False
0x123c,False
00x5e8,False
0x19b7,False
0x17b2,True
00x306,False
